sale_id,sale_date,customer_id,product_id,quantity,sales_value,currency,sales_channel
5750,2022-11-22 23:53:09.441530,CUST0044,PROD006,1,387.66,EUR,Wholesale
5751,2023-04-07 23:53:09.441530,CUST0044,PROD011,4,64.06,JPY,Wholesale
5752,2022-12-05 23:53:09.441530,CUST0019,PROD010,3,23.47,EUR,Wholesale
5753,2024-05-15 23:53:09.441530,CUST0044,PROD003,7,144.11,EUR,Retail
5754,2021-12-29 23:53:09.441530,CUST0011,PROD008,7,141.98,JPY,Online
5755,2021-09-15 23:53:09.441530,CUST0060,PROD005,6,411.47,GBP,Online
5756,2022-07-22 23:53:09.441530,CUST0038,PROD002,8,358.23,JPY,Wholesale
5757,2022-07-13 23:53:09.441530,CUST0003,PROD016,7,490.99,GBP,Retail
5758,2023-11-16 23:53:09.441530,CUST0016,PROD001,4,358.64,GBP,Retail
5759,2023-01-14 23:53:09.441530,CUST0096,PROD002,7,214.95,GBP,Retail
5760,2021-12-26 23:53:09.441530,CUST0009,PROD003,1,352.47,GBP,Wholesale
5761,2023-08-09 23:53:09.441530,CUST0041,PROD009,3,499.73,JPY,Retail
5762,2021-10-13 23:53:09.441530,CUST0038,PROD017,2,357.97,GBP,Retail
5763,2022-07-09 23:53:09.441530,CUST0069,PROD012,7,383.22,EUR,Retail
5764,2022-10-21 23:53:09.441530,CUST0065,PROD002,9,469.8,JPY,Wholesale
5765,2023-03-08 23:53:09.441530,CUST0035,PROD002,5,65.69,USD,Wholesale
5766,2022-07-21 23:53:09.441530,CUST0035,PROD019,9,355.34,GBP,Online
5767,2023-01-26 23:53:09.441530,CUST0076,PROD020,8,426.89,JPY,Online
5768,2022-03-31 23:53:09.441530,CUST0100,PROD017,1,477.65,GBP,Online
5769,2021-11-11 23:53:09.441530,CUST0085,PROD017,2,113.37,EUR,Wholesale
5770,2023-01-20 23:53:09.441530,CUST0048,PROD013,6,256.93,GBP,Online
5771,2022-07-27 23:53:09.441530,CUST0008,PROD012,5,343.47,JPY,Retail
5772,2023-07-18 23:53:09.441530,CUST0027,PROD011,7,131.26,EUR,Wholesale
5773,2023-06-17 23:53:09.441530,CUST0009,PROD011,9,304.23,GBP,Wholesale
5774,2024-06-22 23:53:09.441530,CUST0092,PROD008,4,136.21,USD,Online
5775,2023-04-21 23:53:09.441530,CUST0030,PROD018,8,173.39,GBP,Retail
5776,2024-08-09 23:53:09.441530,CUST0014,PROD004,4,226.34,GBP,Retail
5777,2022-07-20 23:53:09.441530,CUST0023,PROD018,3,269.3,EUR,Wholesale
5778,2024-05-17 23:53:09.441530,CUST0029,PROD015,2,230.19,GBP,Wholesale
5779,2023-08-16 23:53:09.441530,CUST0026,PROD007,8,251.67,JPY,Online
5780,2023-08-22 23:53:09.441530,CUST0086,PROD015,8,156.31,JPY,Retail
5781,2022-06-02 23:53:09.441530,CUST0015,PROD019,3,87.89,EUR,Wholesale
5782,2023-02-16 23:53:09.441530,CUST0073,PROD017,1,33.2,JPY,Retail
5783,2022-01-28 23:53:09.441530,CUST0090,PROD010,6,106.03,USD,Wholesale
5784,2024-04-10 23:53:09.441530,CUST0081,PROD011,5,295.15,GBP,Online
5785,2022-05-15 23:53:09.441530,CUST0073,PROD014,8,395.2,EUR,Wholesale
5786,2022-07-19 23:53:09.441530,CUST0067,PROD004,6,92.93,JPY,Wholesale
5787,2024-06-11 23:53:09.441530,CUST0016,PROD004,4,63.19,USD,Wholesale
5788,2024-01-15 23:53:09.441530,CUST0013,PROD001,2,377.15,USD,Online
5789,2023-07-18 23:53:09.441530,CUST0090,PROD012,8,159.53,EUR,Online
5790,2022-07-05 23:53:09.441530,CUST0081,PROD007,5,476.23,EUR,Online
5791,2023-11-10 23:53:09.441530,CUST0096,PROD005,8,360.02,JPY,Wholesale
5792,2024-08-13 23:53:09.441530,CUST0024,PROD001,5,170.11,GBP,Wholesale
5793,2023-05-11 23:53:09.441530,CUST0062,PROD008,6,151.88,USD,Retail
5794,2022-12-15 23:53:09.441530,CUST0057,PROD018,5,266.61,USD,Online
5795,2022-12-03 23:53:09.441530,CUST0036,PROD013,3,48.78,EUR,Online
5796,2023-11-21 23:53:09.441530,CUST0060,PROD017,8,67.66,USD,Wholesale
5797,2023-12-23 23:53:09.441530,CUST0086,PROD002,3,96.17,EUR,Online
5798,2023-06-27 23:53:09.441530,CUST0073,PROD006,4,389.61,GBP,Retail
5799,2022-05-18 23:53:09.441530,CUST0022,PROD004,6,261.79,EUR,Online
5800,2022-08-19 23:53:09.441530,CUST0084,PROD008,2,15.18,GBP,Online
5801,2023-10-08 23:53:09.441530,CUST0003,PROD015,7,340.02,JPY,Online
5802,2022-02-25 23:53:09.441530,CUST0036,PROD005,5,217.61,EUR,Retail
5803,2021-11-03 23:53:09.441530,CUST0097,PROD020,5,260.32,JPY,Retail
5804,2023-11-27 23:53:09.441530,CUST0082,PROD011,5,114.92,GBP,Online
5805,2022-02-16 23:53:09.441530,CUST0036,PROD008,2,280.37,USD,Retail
5806,2022-12-16 23:53:09.441530,CUST0010,PROD017,9,489.79,JPY,Wholesale
5807,2023-02-14 23:53:09.441530,CUST0100,PROD009,3,45.99,EUR,Online
5808,2022-11-11 23:53:09.441530,CUST0021,PROD018,7,149.12,EUR,Retail
5809,2023-12-12 23:53:09.441530,CUST0089,PROD014,5,129.07,JPY,Retail
5810,2022-04-13 23:53:09.441530,CUST0049,PROD009,5,131.79,JPY,Retail
5811,2022-11-14 23:53:09.441530,CUST0009,PROD010,4,195.57,JPY,Wholesale
5812,2022-09-29 23:53:09.441530,CUST0091,PROD020,6,410.87,EUR,Retail
5813,2023-08-27 23:53:09.441530,CUST0079,PROD002,7,457.3,JPY,Wholesale
5814,2021-11-21 23:53:09.441530,CUST0052,PROD003,7,109.09,JPY,Wholesale
5815,2024-07-01 23:53:09.441530,CUST0096,PROD005,8,276.05,GBP,Retail
5816,2023-07-23 23:53:09.441530,CUST0048,PROD004,5,322.08,JPY,Wholesale
5817,2023-01-04 23:53:09.441530,CUST0060,PROD003,7,265.7,JPY,Retail
5818,2024-04-25 23:53:09.441530,CUST0050,PROD019,4,222.7,EUR,Retail
5819,2022-08-17 23:53:09.441530,CUST0039,PROD010,9,104.07,EUR,Retail
5820,2024-08-14 23:53:09.441530,CUST0016,PROD007,5,249.23,USD,Online
5821,2021-10-08 23:53:09.441530,CUST0028,PROD012,3,206.6,EUR,Wholesale
5822,2023-05-31 23:53:09.441530,CUST0006,PROD008,5,399.83,EUR,Wholesale
5823,2022-02-18 23:53:09.441530,CUST0061,PROD005,9,384.17,EUR,Retail
5824,2022-05-15 23:53:09.441530,CUST0006,PROD013,8,75.66,EUR,Wholesale
5825,2023-01-28 23:53:09.441530,CUST0066,PROD009,1,53.37,JPY,Retail
5826,2023-08-29 23:53:09.441530,CUST0040,PROD004,5,455.0,USD,Wholesale
5827,2023-02-03 23:53:09.441530,CUST0071,PROD002,6,272.4,EUR,Wholesale
5828,2023-12-16 23:53:09.441530,CUST0091,PROD005,2,430.32,JPY,Retail
5829,2021-12-24 23:53:09.441530,CUST0062,PROD002,6,38.49,EUR,Retail
5830,2022-03-01 23:53:09.441530,CUST0028,PROD018,9,267.99,USD,Retail
5831,2022-02-07 23:53:09.441530,CUST0080,PROD006,4,274.32,GBP,Wholesale
5832,2023-02-23 23:53:09.441530,CUST0047,PROD011,3,431.74,GBP,Online
5833,2023-12-16 23:53:09.441530,CUST0009,PROD010,9,57.83,USD,Online
5834,2024-08-23 23:53:09.441530,CUST0052,PROD001,2,127.82,JPY,Wholesale
5835,2024-08-27 23:53:09.441530,CUST0015,PROD002,9,209.2,JPY,Wholesale
5836,2022-11-19 23:53:09.441530,CUST0034,PROD010,2,434.26,USD,Retail
5837,2022-10-19 23:53:09.441530,CUST0020,PROD005,3,470.05,GBP,Retail
5838,2023-02-12 23:53:09.441530,CUST0078,PROD012,7,496.44,EUR,Retail
5839,2022-11-13 23:53:09.441530,CUST0060,PROD019,2,480.0,GBP,Wholesale
5840,2023-09-06 23:53:09.441530,CUST0058,PROD002,1,12.91,EUR,Retail
5841,2022-12-06 23:53:09.441530,CUST0075,PROD006,9,33.38,USD,Retail
5842,2022-09-29 23:53:09.441530,CUST0094,PROD015,6,82.33,USD,Wholesale
5843,2023-08-10 23:53:09.441530,CUST0067,PROD008,9,180.94,USD,Online
5844,2022-09-28 23:53:09.441530,CUST0002,PROD016,3,416.66,GBP,Retail
5845,2022-07-21 23:53:09.441530,CUST0050,PROD019,3,447.4,USD,Online
5846,2023-09-18 23:53:09.441530,CUST0014,PROD018,3,101.55,GBP,Retail
5847,2024-08-27 23:53:09.441530,CUST0056,PROD017,2,313.64,JPY,Retail
5848,2023-06-02 23:53:09.441530,CUST0093,PROD001,6,459.51,EUR,Retail
5849,2022-03-31 23:53:09.441530,CUST0069,PROD011,3,237.23,EUR,Wholesale
5850,2022-09-02 23:53:09.441530,CUST0044,PROD004,5,60.74,EUR,Wholesale
5851,2021-10-17 23:53:09.441530,CUST0046,PROD006,5,234.33,USD,Retail
5852,2024-08-09 23:53:09.441530,CUST0006,PROD007,3,194.14,EUR,Retail
5853,2022-01-09 23:53:09.441530,CUST0008,PROD008,3,293.05,USD,Wholesale
5854,2024-05-24 23:53:09.441530,CUST0039,PROD010,1,224.94,GBP,Wholesale
5855,2023-10-24 23:53:09.441530,CUST0093,PROD017,6,18.5,USD,Online
5856,2022-09-06 23:53:09.441530,CUST0044,PROD012,3,497.06,EUR,Wholesale
5857,2022-12-21 23:53:09.441530,CUST0027,PROD008,1,276.33,USD,Retail
5858,2023-12-09 23:53:09.441530,CUST0016,PROD012,9,242.08,USD,Wholesale
5859,2023-06-10 23:53:09.441530,CUST0091,PROD017,1,477.76,GBP,Online
5860,2023-07-12 23:53:09.441530,CUST0039,PROD003,5,86.37,USD,Online
5861,2023-07-18 23:53:09.441530,CUST0001,PROD014,5,102.73,EUR,Retail
5862,2021-11-19 23:53:09.441530,CUST0051,PROD012,2,405.93,USD,Wholesale
5863,2021-11-24 23:53:09.441530,CUST0063,PROD005,1,137.81,JPY,Online
5864,2022-04-11 23:53:09.441530,CUST0033,PROD013,6,401.62,USD,Online
5865,2021-09-14 23:53:09.441530,CUST0050,PROD011,7,143.05,JPY,Online
5866,2023-11-29 23:53:09.441530,CUST0054,PROD016,9,26.26,EUR,Retail
5867,2022-02-08 23:53:09.441530,CUST0027,PROD010,8,263.34,JPY,Online
5868,2023-01-25 23:53:09.441530,CUST0081,PROD008,3,106.38,JPY,Wholesale
5869,2022-08-14 23:53:09.441530,CUST0079,PROD006,9,381.34,JPY,Retail
5870,2023-07-11 23:53:09.441530,CUST0086,PROD020,1,324.19,JPY,Wholesale
5871,2022-02-26 23:53:09.441530,CUST0019,PROD020,6,462.57,JPY,Wholesale
5872,2023-09-11 23:53:09.441530,CUST0028,PROD003,2,393.66,USD,Online
5873,2023-06-20 23:53:09.441530,CUST0023,PROD020,9,98.58,GBP,Retail
5874,2023-01-04 23:53:09.441530,CUST0064,PROD010,9,402.08,JPY,Retail
5875,2024-03-09 23:53:09.441530,CUST0100,PROD018,8,324.45,EUR,Wholesale
5876,2022-01-04 23:53:09.441530,CUST0039,PROD010,7,337.79,EUR,Retail
5877,2023-03-17 23:53:09.441530,CUST0049,PROD013,6,417.81,USD,Retail
5878,2023-03-02 23:53:09.441530,CUST0059,PROD014,2,291.17,GBP,Retail
5879,2022-11-25 23:53:09.441530,CUST0020,PROD001,4,238.34,GBP,Retail
5880,2022-12-13 23:53:09.441530,CUST0061,PROD020,7,321.95,JPY,Online
5881,2024-05-13 23:53:09.441530,CUST0009,PROD015,6,156.0,EUR,Wholesale
5882,2023-09-06 23:53:09.441530,CUST0023,PROD012,9,99.47,EUR,Wholesale
5883,2022-04-10 23:53:09.441530,CUST0007,PROD016,5,312.13,USD,Retail
5884,2022-01-30 23:53:09.441530,CUST0031,PROD007,6,124.59,JPY,Retail
5885,2023-03-12 23:53:09.441530,CUST0060,PROD014,6,49.16,EUR,Wholesale
5886,2022-08-15 23:53:09.441530,CUST0061,PROD009,8,10.27,JPY,Wholesale
5887,2022-08-13 23:53:09.441530,CUST0075,PROD009,8,308.08,GBP,Online
5888,2022-02-27 23:53:09.441530,CUST0081,PROD010,6,187.45,JPY,Retail
5889,2023-05-28 23:53:09.441530,CUST0100,PROD009,8,378.63,JPY,Wholesale
5890,2024-06-12 23:53:09.441530,CUST0026,PROD016,7,193.84,USD,Online
5891,2022-02-24 23:53:09.441530,CUST0100,PROD008,1,248.14,USD,Online
5892,2024-07-27 23:53:09.441530,CUST0082,PROD002,5,209.47,GBP,Retail
5893,2023-10-10 23:53:09.441530,CUST0054,PROD018,5,328.78,GBP,Online
5894,2024-02-09 23:53:09.441530,CUST0031,PROD018,9,184.51,JPY,Online
5895,2024-06-21 23:53:09.441530,CUST0099,PROD012,7,482.25,EUR,Online
5896,2024-06-10 23:53:09.441530,CUST0041,PROD003,7,468.71,JPY,Online
5897,2021-11-01 23:53:09.441530,CUST0028,PROD002,2,425.53,GBP,Online
5898,2021-09-27 23:53:09.441530,CUST0090,PROD006,8,460.95,USD,Retail
5899,2022-09-05 23:53:09.441530,CUST0006,PROD006,3,230.08,USD,Retail
5900,2021-12-04 23:53:09.441530,CUST0034,PROD017,9,272.85,GBP,Retail
5901,2024-05-18 23:53:09.441530,CUST0092,PROD016,6,373.63,JPY,Retail
5902,2021-09-19 23:53:09.441530,CUST0009,PROD013,9,351.11,EUR,Wholesale
5903,2023-09-03 23:53:09.441530,CUST0093,PROD012,9,446.43,USD,Retail
5904,2024-08-03 23:53:09.441530,CUST0098,PROD011,7,361.0,JPY,Retail
5905,2021-11-03 23:53:09.441530,CUST0012,PROD015,8,498.96,EUR,Retail
5906,2023-04-24 23:53:09.441530,CUST0016,PROD017,2,180.77,GBP,Online
5907,2022-08-02 23:53:09.441530,CUST0071,PROD020,5,418.17,JPY,Online
5908,2021-12-30 23:53:09.441530,CUST0031,PROD008,3,351.84,EUR,Online
5909,2022-11-19 23:53:09.441530,CUST0033,PROD007,1,348.78,JPY,Retail
5910,2023-05-02 23:53:09.441530,CUST0007,PROD011,6,169.66,USD,Wholesale
5911,2023-07-01 23:53:09.441530,CUST0003,PROD008,9,394.94,GBP,Wholesale
5912,2023-05-06 23:53:09.441530,CUST0020,PROD019,2,451.18,USD,Retail
5913,2024-02-12 23:53:09.441530,CUST0005,PROD006,9,117.09,USD,Wholesale
5914,2022-06-06 23:53:09.441530,CUST0067,PROD020,8,316.49,JPY,Wholesale
5915,2024-07-31 23:53:09.441530,CUST0038,PROD019,9,202.15,GBP,Retail
5916,2023-04-17 23:53:09.441530,CUST0079,PROD019,5,494.88,JPY,Online
5917,2023-08-02 23:53:09.441530,CUST0099,PROD004,2,244.63,EUR,Wholesale
5918,2024-08-08 23:53:09.441530,CUST0056,PROD015,6,121.88,GBP,Online
5919,2022-03-27 23:53:09.441530,CUST0023,PROD017,7,197.11,USD,Retail
5920,2022-01-02 23:53:09.441530,CUST0097,PROD018,3,330.38,USD,Online
5921,2023-01-03 23:53:09.441530,CUST0002,PROD020,6,47.28,USD,Wholesale
5922,2024-04-15 23:53:09.441530,CUST0100,PROD012,6,305.76,JPY,Online
5923,2024-04-25 23:53:09.441530,CUST0021,PROD010,8,466.3,JPY,Online
5924,2023-04-02 23:53:09.441530,CUST0078,PROD009,1,426.68,JPY,Online
5925,2023-10-15 23:53:09.441530,CUST0014,PROD008,4,43.16,GBP,Retail
5926,2022-05-14 23:53:09.441530,CUST0062,PROD008,1,496.76,GBP,Retail
5927,2022-04-16 23:53:09.441530,CUST0011,PROD011,8,352.38,GBP,Retail
5928,2022-03-06 23:53:09.441530,CUST0004,PROD012,2,89.52,GBP,Retail
5929,2021-09-08 23:53:09.441530,CUST0047,PROD006,8,16.08,EUR,Online
5930,2023-07-06 23:53:09.441530,CUST0094,PROD003,3,93.93,USD,Wholesale
5931,2023-01-13 23:53:09.441530,CUST0100,PROD015,8,420.71,JPY,Online
5932,2021-11-22 23:53:09.441530,CUST0020,PROD006,6,20.6,JPY,Online
5933,2021-10-17 23:53:09.441530,CUST0052,PROD007,1,124.24,EUR,Online
5934,2023-12-15 23:53:09.441530,CUST0016,PROD006,7,381.08,USD,Wholesale
5935,2024-06-02 23:53:09.441530,CUST0098,PROD002,7,297.19,USD,Wholesale
5936,2023-07-19 23:53:09.441530,CUST0045,PROD006,6,393.54,EUR,Wholesale
5937,2022-09-20 23:53:09.441530,CUST0008,PROD002,1,375.61,GBP,Online
5938,2024-04-25 23:53:09.441530,CUST0062,PROD001,5,34.79,USD,Retail
5939,2024-05-31 23:53:09.441530,CUST0084,PROD015,1,447.33,GBP,Retail
5940,2022-04-04 23:53:09.441530,CUST0021,PROD010,1,121.25,EUR,Online
5941,2024-05-30 23:53:09.441530,CUST0064,PROD010,6,281.16,JPY,Retail
5942,2022-05-11 23:53:09.441530,CUST0030,PROD010,8,325.7,JPY,Retail
5943,2022-04-22 23:53:09.441530,CUST0036,PROD005,1,92.63,JPY,Online
5944,2024-07-14 23:53:09.441530,CUST0005,PROD004,2,488.35,JPY,Online
5945,2022-05-27 23:53:09.441530,CUST0085,PROD015,5,249.2,USD,Retail
5946,2021-12-30 23:53:09.441530,CUST0038,PROD009,8,38.24,GBP,Online
5947,2023-06-16 23:53:09.441530,CUST0087,PROD016,4,469.26,JPY,Retail
5948,2022-05-15 23:53:09.441530,CUST0019,PROD009,5,297.27,JPY,Wholesale
5949,2024-04-03 23:53:09.441530,CUST0074,PROD019,5,352.6,JPY,Wholesale
5950,2021-10-15 23:53:09.441530,CUST0027,PROD014,3,267.34,EUR,Online
5951,2024-01-09 23:53:09.441530,CUST0099,PROD012,6,419.02,USD,Retail
5952,2023-02-05 23:53:09.441530,CUST0013,PROD012,5,26.24,EUR,Wholesale
5953,2024-02-03 23:53:09.441530,CUST0009,PROD003,2,141.51,GBP,Online
5954,2022-03-25 23:53:09.441530,CUST0017,PROD019,4,240.13,JPY,Wholesale
5955,2023-09-15 23:53:09.441530,CUST0095,PROD011,4,47.54,USD,Wholesale
5956,2022-01-25 23:53:09.441530,CUST0044,PROD005,7,355.89,USD,Online
5957,2022-11-10 23:53:09.441530,CUST0045,PROD006,7,202.9,USD,Wholesale
5958,2022-01-31 23:53:09.441530,CUST0088,PROD006,9,143.61,EUR,Online
5959,2022-08-22 23:53:09.441530,CUST0042,PROD019,2,11.66,EUR,Online
5960,2022-11-28 23:53:09.441530,CUST0051,PROD014,6,362.72,EUR,Wholesale
5961,2023-10-14 23:53:09.441530,CUST0083,PROD016,2,418.57,EUR,Wholesale
5962,2023-05-20 23:53:09.441530,CUST0058,PROD012,9,203.57,GBP,Retail
5963,2023-12-09 23:53:09.441530,CUST0058,PROD018,2,286.47,JPY,Wholesale
5964,2022-12-28 23:53:09.441530,CUST0030,PROD013,6,121.57,JPY,Retail
5965,2023-02-13 23:53:09.441530,CUST0005,PROD020,8,314.88,EUR,Online
5966,2022-03-17 23:53:09.441530,CUST0008,PROD009,6,15.95,EUR,Wholesale
5967,2022-09-04 23:53:09.441530,CUST0037,PROD018,3,249.44,EUR,Wholesale
5968,2024-06-08 23:53:09.441530,CUST0047,PROD004,5,325.66,GBP,Online
5969,2023-12-30 23:53:09.441530,CUST0100,PROD011,4,459.91,GBP,Wholesale
5970,2022-05-04 23:53:09.441530,CUST0089,PROD018,1,196.85,USD,Retail
5971,2023-10-26 23:53:09.441530,CUST0045,PROD003,5,384.94,JPY,Wholesale
5972,2022-05-20 23:53:09.441530,CUST0005,PROD004,5,302.87,EUR,Retail
5973,2024-08-15 23:53:09.441530,CUST0097,PROD009,7,464.24,USD,Wholesale
5974,2021-09-29 23:53:09.441530,CUST0063,PROD013,7,205.21,JPY,Wholesale
5975,2023-04-26 23:53:09.441530,CUST0086,PROD015,2,166.36,USD,Online
5976,2023-01-13 23:53:09.441530,CUST0047,PROD010,4,444.7,GBP,Retail
5977,2024-02-01 23:53:09.441530,CUST0025,PROD009,1,34.13,GBP,Online
5978,2023-03-01 23:53:09.441530,CUST0050,PROD016,5,76.83,USD,Online
5979,2023-12-16 23:53:09.441530,CUST0093,PROD016,5,50.38,USD,Online
5980,2023-12-25 23:53:09.441530,CUST0045,PROD013,4,423.12,JPY,Retail
5981,2023-05-05 23:53:09.441530,CUST0030,PROD005,7,15.2,EUR,Online
5982,2022-10-15 23:53:09.441530,CUST0048,PROD010,6,432.21,JPY,Retail
5983,2022-11-04 23:53:09.441530,CUST0051,PROD001,3,231.12,JPY,Retail
5984,2023-07-08 23:53:09.441530,CUST0094,PROD003,2,11.97,GBP,Wholesale
5985,2022-02-04 23:53:09.441530,CUST0055,PROD003,4,206.81,GBP,Retail
5986,2021-09-12 23:53:09.441530,CUST0055,PROD010,9,101.53,USD,Retail
5987,2022-09-06 23:53:09.441530,CUST0046,PROD017,5,315.96,GBP,Wholesale
5988,2022-04-11 23:53:09.441530,CUST0031,PROD018,1,342.89,JPY,Online
5989,2023-01-22 23:53:09.441530,CUST0034,PROD013,3,248.89,USD,Wholesale
5990,2023-04-24 23:53:09.441530,CUST0092,PROD002,9,29.85,USD,Wholesale
5991,2022-04-02 23:53:09.441530,CUST0074,PROD016,7,331.5,GBP,Wholesale
5992,2024-05-13 23:53:09.441530,CUST0068,PROD004,3,422.6,EUR,Retail
5993,2023-12-17 23:53:09.441530,CUST0033,PROD018,1,362.96,GBP,Wholesale
5994,2023-08-26 23:53:09.441530,CUST0056,PROD014,4,416.68,USD,Retail
5995,2023-03-06 23:53:09.441530,CUST0058,PROD006,9,108.25,USD,Retail
5996,2024-07-30 23:53:09.441530,CUST0057,PROD011,7,445.56,EUR,Retail
5997,2023-07-06 23:53:09.441530,CUST0017,PROD017,5,167.87,JPY,Retail
5998,2024-01-19 23:53:09.441530,CUST0011,PROD008,6,16.57,USD,Online
5999,2022-06-08 23:53:09.441530,CUST0071,PROD003,1,423.26,EUR,Retail
6000,2024-08-15 23:53:09.441530,CUST0081,PROD003,7,471.49,JPY,Retail
6001,2023-12-11 23:53:09.441530,CUST0092,PROD017,5,331.22,GBP,Wholesale
6002,2023-02-17 23:53:09.441530,CUST0017,PROD004,7,123.4,EUR,Wholesale
6003,2024-03-09 23:53:09.441530,CUST0010,PROD019,5,133.35,JPY,Retail
6004,2023-12-19 23:53:09.441530,CUST0026,PROD008,5,238.63,USD,Online
6005,2024-04-03 23:53:09.441530,CUST0006,PROD017,3,449.94,USD,Online
6006,2023-06-25 23:53:09.441530,CUST0081,PROD005,5,83.3,EUR,Wholesale
6007,2021-11-04 23:53:09.441530,CUST0016,PROD011,8,414.73,GBP,Online
6008,2021-09-04 23:53:09.441530,CUST0090,PROD012,8,152.74,EUR,Wholesale
6009,2023-05-28 23:53:09.441530,CUST0004,PROD015,2,406.21,USD,Online
6010,2022-07-09 23:53:09.441530,CUST0062,PROD012,1,460.93,JPY,Online
6011,2023-03-17 23:53:09.441530,CUST0084,PROD007,2,219.47,GBP,Online
6012,2023-12-03 23:53:09.441530,CUST0064,PROD003,7,188.87,JPY,Wholesale
6013,2023-01-17 23:53:09.441530,CUST0056,PROD010,3,403.09,EUR,Wholesale
6014,2024-06-20 23:53:09.441530,CUST0075,PROD016,8,269.45,EUR,Retail
6015,2022-03-21 23:53:09.441530,CUST0023,PROD001,4,345.38,JPY,Retail
6016,2023-06-22 23:53:09.441530,CUST0033,PROD011,8,315.19,JPY,Online
6017,2023-11-12 23:53:09.441530,CUST0031,PROD017,2,84.92,JPY,Online
6018,2022-10-07 23:53:09.441530,CUST0007,PROD014,5,423.95,EUR,Online
6019,2023-02-16 23:53:09.441530,CUST0086,PROD018,6,105.93,JPY,Wholesale
6020,2023-03-29 23:53:09.441530,CUST0005,PROD012,1,466.82,USD,Online
6021,2023-10-01 23:53:09.441530,CUST0037,PROD016,1,132.78,JPY,Retail
6022,2021-12-24 23:53:09.441530,CUST0001,PROD008,9,369.6,USD,Online
6023,2023-05-19 23:53:09.441530,CUST0070,PROD003,5,149.48,USD,Retail
6024,2023-09-17 23:53:09.441530,CUST0045,PROD011,4,165.71,JPY,Online
6025,2021-12-12 23:53:09.441530,CUST0047,PROD015,1,161.9,GBP,Online
6026,2023-01-06 23:53:09.441530,CUST0068,PROD004,3,376.47,GBP,Online
6027,2021-10-14 23:53:09.441530,CUST0094,PROD016,4,282.84,GBP,Retail
6028,2023-11-30 23:53:09.441530,CUST0030,PROD017,5,442.65,USD,Retail
6029,2024-05-07 23:53:09.441530,CUST0081,PROD014,5,160.61,GBP,Wholesale
6030,2024-04-15 23:53:09.441530,CUST0060,PROD002,8,349.08,GBP,Retail
6031,2023-12-22 23:53:09.441530,CUST0024,PROD015,3,378.94,JPY,Online
6032,2022-11-21 23:53:09.441530,CUST0031,PROD008,7,84.23,EUR,Retail
6033,2023-02-16 23:53:09.441530,CUST0028,PROD013,6,206.29,USD,Online
6034,2023-01-22 23:53:09.441530,CUST0045,PROD003,6,246.58,EUR,Online
6035,2023-02-20 23:53:09.441530,CUST0004,PROD004,9,184.29,USD,Retail
6036,2021-09-14 23:53:09.441530,CUST0061,PROD004,7,167.84,USD,Wholesale
6037,2022-04-29 23:53:09.441530,CUST0039,PROD004,7,346.35,GBP,Retail
6038,2024-02-27 23:53:09.441530,CUST0083,PROD002,1,115.77,JPY,Retail
6039,2023-09-29 23:53:09.441530,CUST0024,PROD013,1,357.6,EUR,Online
6040,2023-08-04 23:53:09.441530,CUST0071,PROD008,9,468.17,EUR,Retail
6041,2021-12-22 23:53:09.441530,CUST0046,PROD009,9,286.95,GBP,Wholesale
6042,2022-09-30 23:53:09.441530,CUST0053,PROD001,3,309.6,EUR,Online
6043,2022-09-27 23:53:09.441530,CUST0048,PROD001,8,43.78,EUR,Retail
6044,2024-05-03 23:53:09.441530,CUST0009,PROD009,9,433.59,USD,Wholesale
6045,2022-06-22 23:53:09.441530,CUST0022,PROD011,1,149.87,JPY,Online
6046,2024-05-27 23:53:09.441530,CUST0002,PROD016,3,311.38,JPY,Wholesale
6047,2022-02-23 23:53:09.441530,CUST0091,PROD004,6,489.76,EUR,Wholesale
6048,2024-04-22 23:53:09.441530,CUST0016,PROD015,4,301.8,EUR,Online
6049,2022-07-10 23:53:09.441530,CUST0005,PROD007,8,365.11,USD,Retail
6050,2024-07-27 23:53:09.441530,CUST0012,PROD002,9,228.21,GBP,Wholesale
6051,2022-05-15 23:53:09.441530,CUST0052,PROD010,7,39.58,USD,Online
6052,2021-09-05 23:53:09.441530,CUST0026,PROD017,1,400.82,GBP,Retail
6053,2021-10-17 23:53:09.441530,CUST0015,PROD011,2,27.15,GBP,Wholesale
6054,2022-02-06 23:53:09.441530,CUST0067,PROD019,1,353.32,USD,Online
6055,2022-02-21 23:53:09.441530,CUST0073,PROD010,9,21.23,JPY,Wholesale
6056,2024-06-20 23:53:09.441530,CUST0059,PROD004,4,432.53,USD,Retail
6057,2024-05-26 23:53:09.441530,CUST0092,PROD013,8,87.24,GBP,Retail
6058,2022-11-27 23:53:09.441530,CUST0039,PROD001,5,261.99,JPY,Retail
6059,2022-06-01 23:53:09.441530,CUST0063,PROD007,5,302.6,JPY,Online
6060,2023-01-09 23:53:09.441530,CUST0100,PROD009,5,234.2,USD,Retail
6061,2023-07-06 23:53:09.441530,CUST0025,PROD001,5,176.97,JPY,Retail
6062,2024-07-16 23:53:09.441530,CUST0041,PROD018,3,239.23,JPY,Online
6063,2024-06-19 23:53:09.441530,CUST0028,PROD018,6,162.59,USD,Retail
6064,2021-10-24 23:53:09.441530,CUST0021,PROD016,1,224.68,EUR,Retail
6065,2023-02-27 23:53:09.441530,CUST0093,PROD016,8,185.87,JPY,Retail
